N,P,K,temperature,humidity,ph,rainfall,label
42.17,56.73,67.27,23.42,54.42,7.18,90.41,lentil
33.23,54.73,74.08,18.58,54.57,6.8,67.78,lentil
35.34,62.84,74.29,21.1,56.18,7.18,74.14,lentil
29.44,46.26,75.81,21.35,54.62,7.52,54.03,lentil
31.47,53.78,72.84,16.83,52.7,7.29,46.94,lentil
31.7,46.94,73.03,18.62,51.7,6.81,58.73,lentil
27.1,67.71,58.08,19.1,55.32,6.97,68.18,lentil
31.0,65.65,64.41,15.3,51.1,7.32,63.23,lentil
38.76,60.51,66.82,19.02,53.84,7.77,75.36,lentil
44.46,62.2,69.68,17.96,55.6,7.18,63.6,lentil
33.95,47.74,76.3,19.9,50.76,7.34,52.16,lentil
37.81,62.41,75.1,19.68,53.76,7.01,54.16,lentil
34.91,56.95,65.87,17.71,54.67,7.07,47.88,lentil
39.15,66.86,74.81,18.56,54.85,7.66,47.39,lentil
38.91,50.76,78.42,19.14,61.69,7.72,63.4,lentil
31.4,58.97,69.1,19.2,50.03,7.05,48.34,lentil
37.76,62.96,73.7,20.68,52.44,7.26,76.89,lentil
32.07,58.59,69.27,23.32,57.55,7.38,39.25,lentil
35.86,57.22,69.18,16.87,51.74,7.18,81.72,lentil
32.05,56.0,78.91,19.41,54.61,7.17,44.82,lentil
37.86,54.74,69.85,20.89,60.83,6.8,77.97,lentil
39.34,54.81,73.0,23.29,52.71,7.27,71.07,lentil
37.67,61.85,70.83,21.03,52.27,7.25,57.85,lentil
28.85,55.45,71.35,20.87,51.19,6.92,75.87,lentil
37.54,62.44,76.84,21.08,53.76,7.23,89.9,lentil
48.82,60.32,72.68,21.45,55.07,7.55,80.12,lentil
36.77,56.41,62.4,21.46,55.64,6.98,48.05,lentil
38.31,49.99,71.5,21.69,56.65,7.08,46.26,lentil
37.94,64.0,67.14,21.01,59.74,7.3,59.05,lentil
40.2,54.31,63.51,21.62,53.78,7.11,55.6,lentil
32.64,65.02,78.31,23.59,58.27,7.34,43.52,lentil
34.06,68.78,67.82,23.03,55.17,6.4,74.61,lentil
41.33,57.76,76.17,16.66,50.84,7.26,72.16,lentil
41.78,61.19,64.03,20.43,56.8,6.64,64.35,lentil
33.32,54.73,72.49,17.7,56.25,7.37,81.26,lentil
29.38,50.47,71.39,19.43,63.71,7.34,65.87,lentil
34.14,51.91,72.82,19.84,54.77,7.23,68.32,lentil
26.3,62.19,65.77,19.72,58.86,7.73,39.49,lentil
35.15,59.36,62.46,21.61,55.35,7.26,51.24,lentil
37.06,62.19,70.64,18.97,53.69,7.27,65.73,lentil
39.52,55.6,63.91,20.72,53.57,7.44,65.11,lentil
38.27,52.93,70.72,18.6,51.34,6.94,56.83,lentil
41.22,55.15,63.64,20.26,55.09,7.05,62.58,lentil
39.88,61.35,72.92,17.63,63.66,7.52,72.76,lentil
29.18,62.74,67.49,19.61,49.96,6.83,71.58,lentil
40.03,61.42,73.25,19.87,53.78,7.29,77.32,lentil
35.02,64.05,68.92,18.04,54.97,7.23,63.77,lentil
41.4,62.03,62.85,23.07,46.78,7.85,60.69,lentil
34.05,57.7,71.93,20.0,54.6,7.59,73.48,lentil
30.21,61.7,72.62,18.91,57.38,7.15,61.67,lentil
33.76,45.86,67.37,21.43,54.93,6.81,79.47,lentil
33.51,51.89,81.03,17.89,57.64,6.97,67.04,lentil
30.49,51.8,72.61,20.81,58.43,7.19,98.31,lentil
36.34,60.83,63.21,18.77,56.56,7.17,67.82,lentil
30.92,58.61,70.59,17.64,56.93,6.69,67.76,lentil
26.83,33.4,23.37,28.21,85.31,6.81,107.35,blackgram
15.63,36.27,28.98,27.47,76.99,6.36,87.43,blackgram
18.1,35.93,12.81,30.25,78.25,6.89,111.45,blackgram
25.59,27.01,23.86,30.5,79.59,6.16,124.85,blackgram
15.8,26.55,27.36,31.1,81.93,6.28,117.21,blackgram
16.76,31.69,23.21,29.94,77.62,6.63,120.5,blackgram
10.8,19.32,21.49,28.34,81.29,6.17,122.0,blackgram
16.11,38.76,24.75,32.69,80.07,6.65,121.37,blackgram
25.35,29.64,13.01,26.0,85.0,6.54,128.16,blackgram
25.45,21.74,18.21,29.53,82.23,6.19,101.98,blackgram
11.95,35.75,16.29,28.9,81.9,6.19,94.43,blackgram
10.09,29.72,22.49,29.6,81.29,5.92,96.82,blackgram
29.27,36.16,23.84,28.68,79.29,6.4,139.72,blackgram
20.01,32.63,19.16,31.59,80.91,6.41,108.85,blackgram
17.43,24.6,19.8,30.18,72.79,6.33,102.36,blackgram
20.49,33.19,17.87,31.1,81.77,6.33,143.01,blackgram
14.37,37.36,18.87,28.31,78.95,6.07,131.77,blackgram
9.99,36.95,15.32,31.67,80.07,6.48,111.15,blackgram
19.76,30.67,12.71,28.07,78.38,6.17,138.79,blackgram
18.04,26.11,17.55,28.99,79.14,6.08,107.79,blackgram
21.83,30.93,19.24,30.01,79.86,6.34,127.76,blackgram
20.22,22.14,19.34,26.99,81.91,6.63,110.84,blackgram
17.42,19.44,24.86,31.42,83.45,6.85,101.64,blackgram
22.44,37.4,12.53,29.66,78.91,6.66,84.09,blackgram
27.08,29.44,24.58,29.88,81.48,5.7,114.23,blackgram
22.24,31.44,11.82,30.12,77.54,6.13,97.19,blackgram
21.09,35.57,30.6,27.05,82.3,6.65,111.29,blackgram
13.41,24.57,17.36,30.41,84.08,6.73,95.77,blackgram
14.06,36.5,16.34,29.89,74.88,6.75,91.31,blackgram
9.79,35.25,29.6,29.42,79.86,6.67,124.34,blackgram
16.13,27.57,12.17,30.47,79.72,6.27,104.97,blackgram
13.5,33.09,24.41,29.35,78.7,6.14,134.05,blackgram
18.15,31.84,21.79,29.38,76.5,6.1,136.92,blackgram
14.37,27.95,14.33,27.57,77.69,6.91,129.87,blackgram
15.37,35.41,19.24,32.71,86.64,6.71,121.42,blackgram
21.5,30.08,10.82,28.69,77.15,6.2,146.91,blackgram
23.61,32.2,24.06,26.22,82.18,6.68,86.4,blackgram
21.83,22.88,10.15,32.65,76.98,6.19,134.84,blackgram
16.47,29.1,18.99,30.7,79.32,6.43,112.45,blackgram
19.76,31.57,29.49,29.24,79.45,6.47,134.47,blackgram
12.54,30.52,7.46,29.46,83.22,6.18,122.65,blackgram
15.36,25.7,24.86,27.91,80.88,6.49,107.22,blackgram
18.78,25.33,22.61,27.37,78.98,6.32,136.69,blackgram
18.7,34.78,22.77,31.1,79.0,6.71,114.66,blackgram
9.35,28.93,22.27,26.79,77.34,6.03,131.8,blackgram
26.36,28.95,22.66,31.01,84.66,6.2,116.7,blackgram
16.3,30.38,32.52,30.06,77.44,6.05,138.79,blackgram
13.7,33.32,16.6,27.47,81.82,6.21,126.38,blackgram
20.5,32.73,18.66,31.37,77.23,5.66,130.6,blackgram
18.83,26.95,12.64,25.93,80.16,6.89,117.92,blackgram
16.19,29.88,30.9,31.5,77.2,6.41,124.99,blackgram
12.72,33.8,15.91,26.98,80.23,6.38,119.98,blackgram
14.18,26.87,25.64,30.88,77.13,5.81,106.28,blackgram
18.79,26.84,16.45,28.82,79.78,6.64,119.99,blackgram
18.31,28.88,17.5,31.79,82.23,7.01,129.16,blackgram
15.51,25.48,24.76,28.37,82.43,6.17,125.24,blackgram
12.7,33.9,13.83,30.55,79.41,6.43,114.06,blackgram
15.9,30.77,14.99,27.98,78.92,6.28,104.92,blackgram
22.62,28.33,18.87,27.34,86.21,7.13,108.29,blackgram
24.13,29.54,28.02,30.67,80.3,5.65,106.82,blackgram
18.1,30.99,13.93,28.54,81.66,5.99,122.01,blackgram
24.19,31.93,21.68,25.96,77.53,7.02,111.01,blackgram
24.32,26.95,18.61,31.03,80.3,6.51,107.72,blackgram
12.32,25.57,17.34,29.54,83.11,6.43,127.27,blackgram
18.71,24.42,20.09,30.26,82.28,6.08,89.39,blackgram
18.88,31.77,19.1,30.06,82.64,6.26,115.82,blackgram
18.4,23.9,19.24,29.87,84.91,6.31,123.0,blackgram
22.59,25.81,26.88,33.53,79.91,6.24,144.41,blackgram
21.98,30.41,27.13,32.64,78.99,6.47,128.65,blackgram
18.14,23.05,15.31,27.28,81.48,6.04,122.89,blackgram
27.16,37.14,10.81,27.44,77.67,6.05,95.19,blackgram
17.95,33.53,24.77,29.05,79.18,6.51,118.37,blackgram
22.05,32.15,18.12,26.29,84.5,6.19,125.36,blackgram
8.42,29.94,20.5,30.3,89.04,6.21,132.31,blackgram
20.62,26.61,24.03,29.67,82.63,6.99,122.26,blackgram
16.59,35.26,26.98,28.23,78.64,6.6,118.02,blackgram
13.23,32.7,23.36,29.33,80.18,6.23,103.57,blackgram
15.51,30.37,12.62,29.15,80.26,6.76,115.31,blackgram
11.77,28.95,17.17,31.1,78.99,5.59,175.37,blackgram
18.71,30.45,12.29,27.07,79.72,6.5,130.53,blackgram
19.19,24.07,7.48,29.8,78.4,6.02,132.42,blackgram
10.12,33.08,12.95,30.27,82.8,6.3,145.35,blackgram
27.59,31.19,22.71,32.12,81.63,6.53,112.14,blackgram
9.56,23.05,31.91,30.64,79.26,6.78,108.76,blackgram
20.92,30.39,22.3,29.33,77.11,6.15,108.24,blackgram
17.99,22.22,13.76,30.27,79.62,6.46,119.32,blackgram
30.59,30.63,18.1,30.2,83.06,6.39,130.27,blackgram
19.98,28.55,20.55,33.2,80.73,6.1,115.21,blackgram
7.43,30.69,26.56,27.32,80.45,6.7,136.37,blackgram
24.4,20.66,22.52,26.99,77.01,6.65,122.37,blackgram
21.63,25.35,27.37,31.38,82.67,6.08,137.57,blackgram
16.42,26.94,23.13,31.17,77.46,7.02,147.22,blackgram
21.03,32.15,21.65,26.9,80.34,6.43,111.36,blackgram
16.45,18.09,14.51,31.84,85.19,6.12,122.74,blackgram
23.49,27.4,23.38,29.93,83.57,6.02,103.43,blackgram
19.4,30.48,19.72,31.15,77.21,5.99,112.5,blackgram
16.06,28.58,26.35,31.54,81.6,6.47,113.49,blackgram
13.73,24.01,16.53,29.91,76.54,6.45,117.08,blackgram
16.01,35.81,7.7,29.23,72.94,6.47,131.43,blackgram
11.24,23.88,11.51,30.13,78.98,6.32,114.48,blackgram
13.13,35.66,21.36,27.63,77.9,6.14,141.09,blackgram
21.56,29.37,28.54,32.9,79.31,6.28,114.56,blackgram
13.24,38.67,14.97,31.74,82.07,6.31,147.15,blackgram
10.2,29.6,17.55,31.92,81.06,5.88,138.59,blackgram
20.43,24.82,18.25,27.4,79.49,6.45,114.98,blackgram
15.75,21.94,21.69,26.15,80.09,5.86,120.76,blackgram
17.97,32.02,24.31,32.1,75.17,6.38,150.16,blackgram
18.6,25.84,19.6,29.23,76.47,6.66,128.77,blackgram
11.33,29.53,17.17,26.8,75.76,6.02,119.12,blackgram
15.71,25.2,18.04,31.5,81.07,6.7,116.58,blackgram
26.01,31.74,17.56,30.19,76.26,6.31,126.45,blackgram
21.06,27.95,33.67,29.66,74.96,6.76,129.11,blackgram
19.16,27.68,21.97,33.24,80.6,5.96,68.2,blackgram
19.92,25.07,19.5,28.38,77.36,6.17,109.88,blackgram
21.88,32.87,13.96,27.86,81.14,6.72,135.56,blackgram
12.99,34.95,11.12,29.59,81.46,5.78,151.39,blackgram
24.63,33.24,15.17,29.86,82.37,6.06,117.29,blackgram
22.55,22.53,21.66,26.49,77.17,6.25,127.7,blackgram
14.5,30.63,16.56,28.94,83.75,6.05,131.39,blackgram
17.99,27.12,13.91,27.71,77.78,6.35,129.05,blackgram
16.5,28.83,19.58,30.95,81.93,5.98,115.77,blackgram
24.14,23.42,20.37,29.66,78.3,6.88,120.55,blackgram
25.56,30.03,22.3,28.85,78.3,6.52,126.42,blackgram
20.99,31.88,13.32,28.39,82.55,5.81,124.39,blackgram
17.44,34.25,22.08,28.67,77.87,6.24,128.7,blackgram
6.49,30.79,15.58,30.38,81.03,5.9,116.6,blackgram
18.78,30.44,19.39,27.56,76.79,5.99,128.31,blackgram
17.42,29.74,11.47,29.93,81.9,5.85,111.97,blackgram
10.15,27.9,15.5,30.76,80.51,6.79,119.19,blackgram
19.69,27.21,14.48,31.67,83.73,6.61,121.97,blackgram
13.13,35.71,22.9,34.05,76.54,6.66,128.24,blackgram
16.29,36.82,22.01,28.13,79.64,6.12,112.97,blackgram
21.52,34.95,21.11,28.5,81.14,6.62,90.42,blackgram
18.58,29.05,24.77,30.77,81.45,6.26,120.02,blackgram
22.72,29.68,20.87,26.93,79.79,5.8,112.26,blackgram
18.32,33.84,15.0,30.75,84.41,6.21,96.79,blackgram
19.45,24.04,15.91,31.85,85.63,6.1,108.94,blackgram
15.8,27.26,29.67,28.94,78.84,6.88,128.65,blackgram
22.93,25.47,17.35,27.92,82.4,6.77,111.0,blackgram
16.18,28.4,12.26,28.65,82.32,6.14,121.39,blackgram
11.46,29.28,17.18,27.56,82.37,6.65,105.46,blackgram
16.92,30.22,10.93,27.21,83.86,6.08,138.87,blackgram
11.27,33.29,18.44,29.66,85.57,6.02,128.92,blackgram
20.77,46.77,14.61,28.75,82.45,6.34,113.05,blackgram
22.79,28.67,15.54,31.45,81.13,6.31,114.6,blackgram
13.43,33.63,18.2,28.46,76.14,6.52,112.37,blackgram
7.94,23.98,18.83,29.59,79.27,6.29,97.86,blackgram
13.63,35.92,25.18,31.16,81.47,6.67,103.19,blackgram
18.16,24.4,14.49,30.74,82.84,6.34,144.74,blackgram
19.06,26.12,14.57,32.04,80.39,6.6,80.13,blackgram
19.22,27.44,13.03,29.87,83.28,7.08,123.63,blackgram
14.45,26.15,24.82,28.01,81.87,6.49,122.75,blackgram
10.16,28.22,12.71,28.82,82.75,6.77,123.21,blackgram
15.15,37.94,17.08,27.73,82.09,6.54,111.86,blackgram
18.5,32.21,21.02,30.92,78.48,6.56,120.26,blackgram
15.64,28.77,19.51,27.11,78.09,6.42,99.74,blackgram
14.9,41.92,14.35,29.23,77.5,6.36,107.78,blackgram
16.78,26.41,25.28,30.16,76.99,6.65,105.63,blackgram
10.18,29.98,29.54,26.34,76.01,6.63,110.37,blackgram
21.06,25.81,20.71,33.49,76.42,6.71,130.2,blackgram
10.55,32.79,20.36,30.18,81.01,6.29,121.05,blackgram
19.21,33.73,12.36,32.58,76.53,6.63,121.19,blackgram
11.59,32.64,15.27,32.14,77.87,5.95,143.01,blackgram
18.91,34.34,15.74,26.22,85.03,6.4,127.37,blackgram
21.28,28.32,21.13,33.19,79.9,6.68,90.13,blackgram
23.62,22.39,25.05,30.78,79.71,6.37,116.21,blackgram
13.9,28.97,31.04,32.6,77.39,6.48,121.44,blackgram
17.29,24.99,22.23,31.69,77.5,6.99,142.83,blackgram
20.74,23.84,22.01,30.56,81.54,6.88,117.36,blackgram
28.24,32.03,18.55,34.8,82.49,6.26,121.26,blackgram
21.18,29.25,20.67,28.37,74.94,6.43,122.1,blackgram
20.64,27.12,13.3,28.07,83.17,6.2,113.37,blackgram
16.44,26.9,16.53,28.26,84.2,6.6,138.72,blackgram
25.25,18.25,21.72,28.83,83.35,6.18,104.19,blackgram
10.83,28.49,24.57,30.51,76.39,7.05,129.74,blackgram
21.89,36.43,11.8,28.18,82.47,6.16,115.87,blackgram
17.61,23.61,18.2,31.83,82.19,6.73,135.15,blackgram
20.03,31.63,21.27,28.75,76.91,6.19,115.11,blackgram
14.72,32.07,21.01,30.62,81.05,6.76,119.87,blackgram
23.04,32.58,25.65,33.23,81.73,6.43,121.46,blackgram
15.65,27.48,24.51,28.07,84.84,6.35,162.93,blackgram
14.53,31.25,18.24,28.41,83.19,6.07,109.86,blackgram
20.93,33.72,13.04,31.16,80.39,6.12,108.17,blackgram
7.83,38.59,25.08,27.42,82.4,6.23,133.72,blackgram
15.52,28.18,18.56,28.69,84.2,6.67,121.65,blackgram
23.12,21.86,13.86,30.95,82.21,6.48,91.76,blackgram
12.69,32.08,32.13,32.44,84.73,6.5,124.99,blackgram
12.83,34.76,19.63,31.39,80.09,6.48,118.68,blackgram
19.12,35.0,13.67,27.01,81.28,6.83,145.39,blackgram
11.88,27.99,12.6,28.9,83.37,6.4,114.39,blackgram
20.73,26.02,27.96,30.01,78.79,6.58,134.09,blackgram
25.98,28.95,25.43,30.2,78.17,6.17,103.55,blackgram
14.29,35.58,23.53,27.52,74.76,6.07,108.35,blackgram
16.48,35.86,17.26,33.36,74.96,6.3,131.78,blackgram
22.24,28.32,25.01,31.62,77.95,6.49,130.55,blackgram
14.95,38.47,15.82,30.29,76.25,6.43,103.99,blackgram
16.53,22.07,24.0,30.71,83.26,6.3,137.01,blackgram
18.2,30.57,30.57,29.03,83.68,6.54,111.42,blackgram
11.42,24.83,25.65,33.47,80.27,6.44,131.65,blackgram
18.37,35.5,21.46,30.27,77.9,6.12,72.61,blackgram
24.17,29.27,18.0,26.1,78.08,6.17,108.08,blackgram
19.66,30.61,13.19,27.4,76.1,6.94,142.39,blackgram
13.74,20.12,20.64,30.09,80.95,6.62,126.78,blackgram
12.42,31.47,24.27,28.55,80.9,6.23,149.94,blackgram
11.37,35.78,11.65,33.59,76.58,6.46,95.56,blackgram
11.25,34.49,25.14,30.48,82.22,6.71,109.74,blackgram
11.01,29.93,17.11,30.78,81.64,6.2,130.56,blackgram
21.27,33.62,17.96,31.56,81.56,6.59,145.17,blackgram
19.64,26.97,14.45,32.26,81.07,6.9,89.56,blackgram
22.55,28.69,18.23,28.47,82.7,6.58,102.86,blackgram
18.82,33.53,20.89,32.22,79.13,5.72,122.8,blackgram
18.9,31.56,25.53,26.1,79.28,6.12,101.88,blackgram
17.64,33.51,21.5,28.62,79.56,6.68,130.25,blackgram
15.24,26.91,11.42,29.14,74.79,7.02,107.17,blackgram
23.54,39.09,21.08,29.8,76.03,6.25,144.06,blackgram
19.76,30.14,26.56,31.39,79.56,6.46,108.48,blackgram
15.19,28.97,22.79,27.51,80.23,6.28,106.49,blackgram
16.08,18.39,16.21,27.8,79.16,5.72,122.86,blackgram
22.55,29.41,22.49,28.97,75.34,6.4,130.21,blackgram
11.38,27.67,18.76,35.7,80.67,5.83,87.71,blackgram
21.65,42.43,18.6,29.32,81.29,6.16,81.84,blackgram
23.19,26.93,25.25,28.48,80.37,6.66,136.06,blackgram
19.16,30.92,23.1,30.93,76.13,6.02,88.36,blackgram
21.83,28.02,24.1,30.81,76.99,6.36,113.18,blackgram
14.95,34.58,32.55,32.23,79.92,6.78,145.69,blackgram
11.04,36.12,23.85,32.38,82.44,6.33,150.49,blackgram
19.7,27.83,22.53,31.94,80.28,6.52,121.33,blackgram
14.7,25.89,12.99,33.04,79.33,5.37,125.95,blackgram
19.88,20.67,15.84,28.25,77.77,6.76,117.77,blackgram
15.86,35.61,22.48,26.52,78.15,6.5,105.99,blackgram
28.15,30.56,16.23,27.75,82.78,6.21,125.7,blackgram
12.24,30.35,16.82,29.37,77.61,6.71,112.63,blackgram
17.28,29.52,28.06,31.78,82.37,5.93,110.15,blackgram
23.94,24.15,20.42,27.87,77.11,6.9,130.79,blackgram
22.92,33.92,19.3,28.62,78.79,6.34,146.64,blackgram
11.32,27.23,15.44,32.11,85.56,6.49,125.87,blackgram
18.46,32.19,23.87,30.85,81.5,6.63,93.33,blackgram
18.01,31.53,22.08,29.66,80.48,6.18,93.38,blackgram
22.92,24.33,19.2,28.5,84.76,6.38,115.34,blackgram
21.74,40.78,22.03,29.25,82.09,5.93,120.7,blackgram
27.97,30.79,20.54,30.04,78.81,6.49,131.63,blackgram
16.34,17.55,22.33,34.27,78.87,5.96,130.16,blackgram
26.72,32.65,28.62,31.59,82.12,6.24,124.28,blackgram
17.85,29.68,18.73,30.45,76.11,6.64,106.83,blackgram
16.75,31.65,15.36,26.07,78.85,5.97,130.68,blackgram
12.23,37.43,19.97,30.12,74.06,6.44,118.8,blackgram
11.5,30.44,18.01,29.57,80.08,6.26,123.7,blackgram
17.57,32.36,17.36,27.87,77.87,6.83,134.34,blackgram
24.07,36.41,17.67,30.59,80.23,6.6,115.66,blackgram
18.46,30.36,22.66,31.31,80.28,6.44,123.39,blackgram
33.23,36.35,20.15,28.35,68.81,6.68,140.01,pigeonpeas
26.07,42.2,28.14,27.04,66.66,6.81,139.77,pigeonpeas
26.07,53.59,31.63,29.0,75.7,6.56,123.03,pigeonpeas
29.3,43.74,25.06,25.03,69.82,6.16,128.55,pigeonpeas
24.92,42.82,16.21,23.47,65.76,6.76,134.33,pigeonpeas
24.92,40.58,26.71,23.4,60.81,6.53,121.81,pigeonpeas
30.07,45.79,33.25,25.9,69.46,6.52,150.73,pigeonpeas
23.98,49.27,19.61,26.17,67.75,6.98,97.04,pigeonpeas
23.34,43.17,14.62,26.07,63.38,5.9,126.07,pigeonpeas
23.52,43.78,26.26,25.24,73.37,6.59,149.3,pigeonpeas
16.6,40.83,28.43,26.55,64.78,6.05,141.0,pigeonpeas
28.26,46.22,22.52,24.77,67.84,6.21,118.73,pigeonpeas
31.31,35.75,28.39,29.99,70.45,6.72,123.05,pigeonpeas
21.77,33.76,25.19,26.2,65.91,6.59,130.94,pigeonpeas
21.82,53.07,28.65,28.79,67.69,6.75,116.56,pigeonpeas
28.33,43.98,19.89,26.95,67.12,7.3,136.53,pigeonpeas
32.9,50.66,25.19,26.11,62.78,6.34,139.94,pigeonpeas
23.49,46.88,14.85,27.91,71.29,6.07,135.57,pigeonpeas
31.72,53.4,22.48,28.56,72.29,6.72,149.28,pigeonpeas
24.82,46.97,21.89,26.67,69.3,6.39,126.65,pigeonpeas
28.8,55.26,14.75,30.95,67.22,6.89,147.42,pigeonpeas
32.82,41.36,23.87,26.89,66.93,7.0,128.85,pigeonpeas
16.91,41.83,17.11,26.54,70.02,6.4,123.95,pigeonpeas
23.63,45.7,27.58,28.61,74.77,6.64,141.04,pigeonpeas
17.06,43.1,23.65,24.97,66.39,6.57,122.43,pigeonpeas
38.01,47.56,35.01,29.99,66.08,6.61,123.48,pigeonpeas
24.19,40.12,22.79,27.72,69.0,6.68,129.1,pigeonpeas
29.3,43.71,31.96,23.3,69.97,6.75,119.88,pigeonpeas
23.22,47.32,29.58,23.5,69.88,6.46,146.88,pigeonpeas
15.8,57.23,20.57,29.86,67.79,6.35,133.98,pigeonpeas
30.15,37.24,28.51,26.98,69.73,6.6,121.42,pigeonpeas
19.43,48.36,28.34,28.32,69.28,6.88,151.09,pigeonpeas
15.62,33.29,33.59,24.32,64.74,6.51,105.19,pigeonpeas
23.09,40.26,23.83,27.56,66.97,6.48,133.87,pigeonpeas
30.22,53.01,23.91,30.65,70.63,6.23,111.08,pigeonpeas
22.11,52.22,22.49,23.22,67.31,6.01,114.18,pigeonpeas
22.06,45.75,30.12,28.39,64.46,6.49,131.15,pigeonpeas
23.69,43.65,16.39,24.69,66.79,5.67,139.61,pigeonpeas
18.14,48.43,27.99,25.91,71.0,6.82,125.37,pigeonpeas
22.89,50.49,26.16,29.09,60.83,6.63,106.34,pigeonpeas
24.87,48.57,33.7,25.12,66.42,6.57,115.38,pigeonpeas
29.89,44.65,25.61,28.24,67.78,6.35,129.05,pigeonpeas
20.72,45.54,29.98,24.65,63.4,6.61,118.48,pigeonpeas
25.16,46.6,14.28,28.38,64.49,6.59,120.11,pigeonpeas
22.24,53.47,26.6,28.81,68.45,6.79,136.26,pigeonpeas
26.27,50.54,25.78,31.57,70.88,6.26,127.35,pigeonpeas
26.99,45.22,28.43,28.59,63.92,6.98,122.55,pigeonpeas
22.02,42.0,29.04,26.47,66.01,6.47,103.08,pigeonpeas
20.79,38.8,23.65,28.33,69.66,6.98,145.51,pigeonpeas
22.36,45.1,24.84,22.7,64.35,6.55,127.41,pigeonpeas
27.56,47.32,16.15,28.04,68.54,6.79,146.0,pigeonpeas
24.29,51.23,20.55,25.11,69.29,6.49,133.92,pigeonpeas
34.96,46.97,26.06,25.26,62.9,6.58,146.0,pigeonpeas
23.39,47.01,32.13,29.8,69.29,6.65,107.22,pigeonpeas
21.85,43.6,20.74,27.5,73.73,7.06,133.66,pigeonpeas
28.9,41.36,32.32,23.88,70.74,6.75,118.66,pigeonpeas
23.96,39.33,19.54,23.82,70.3,6.96,97.57,pigeonpeas
34.19,44.94,26.45,24.06,71.96,6.66,147.08,pigeonpeas
31.1,51.67,21.76,26.58,66.16,6.87,134.99,pigeonpeas
30.35,50.56,16.36,29.7,70.85,6.49,135.25,pigeonpeas
24.38,48.08,23.14,27.96,68.2,6.47,132.85,pigeonpeas
38.53,41.57,23.75,25.66,66.31,6.84,140.74,pigeonpeas
24.97,50.13,28.97,26.68,63.4,6.85,132.54,pigeonpeas
25.11,42.67,28.72,27.7,67.29,6.23,146.02,pigeonpeas
28.02,46.28,11.72,26.92,67.28,6.41,141.31,pigeonpeas
28.57,47.18,30.19,24.96,66.64,6.62,120.67,pigeonpeas
28.64,42.39,31.49,25.14,74.4,7.21,128.58,pigeonpeas
30.73,43.0,30.07,26.65,64.14,5.54,125.97,pigeonpeas
26.4,51.65,25.18,29.01,66.64,6.5,145.81,pigeonpeas
12.68,45.06,23.0,29.72,66.42,6.75,143.82,pigeonpeas
17.54,44.3,22.84,28.89,70.03,6.53,114.29,pigeonpeas
30.19,44.66,16.91,23.94,69.31,6.22,157.89,pigeonpeas
20.31,45.0,25.8,25.54,61.28,6.66,118.7,pigeonpeas
25.58,44.39,26.32,30.12,66.36,6.46,105.01,pigeonpeas
24.02,47.05,22.58,27.83,67.47,6.21,134.68,pigeonpeas
23.97,45.61,22.17,25.69,68.47,6.53,155.86,pigeonpeas
28.99,47.73,24.11,22.95,65.58,6.41,125.88,pigeonpeas
24.83,48.28,26.37,29.32,67.06,6.68,135.16,pigeonpeas
26.23,51.41,29.02,24.36,67.66,6.6,162.27,pigeonpeas
23.35,40.09,27.19,27.99,67.78,6.53,144.23,pigeonpeas
20.73,43.3,22.39,29.19,68.86,6.28,115.53,pigeonpeas
34.37,50.42,29.21,27.02,72.53,6.27,141.29,pigeonpeas
22.78,43.76,28.63,26.71,66.7,6.45,100.2,pigeonpeas
28.82,39.97,34.29,26.42,71.93,6.06,140.97,pigeonpeas
29.94,51.52,17.36,25.59,69.73,6.64,134.4,pigeonpeas
23.2,52.75,38.04,27.21,69.36,6.62,149.26,pigeonpeas
29.15,39.67,21.94,24.98,76.08,6.79,121.06,pigeonpeas
21.62,49.03,29.52,28.6,66.72,6.69,131.66,pigeonpeas
20.32,40.37,27.06,27.39,69.66,6.84,152.49,pigeonpeas
21.12,48.15,28.75,26.38,68.37,6.51,161.63,pigeonpeas
25.52,47.26,23.68,26.04,64.09,6.93,141.53,pigeonpeas
23.49,40.5,25.9,26.0,67.33,6.22,133.26,pigeonpeas
26.19,50.47,24.25,26.33,63.33,6.93,143.39,pigeonpeas
25.14,38.35,18.93,25.91,70.9,6.69,107.6,pigeonpeas
27.02,40.8,22.39,28.94,70.3,6.93,129.65,pigeonpeas
29.42,42.07,23.71,26.35,68.07,6.21,126.62,pigeonpeas
32.26,39.54,18.35,24.5,75.99,6.74,125.95,pigeonpeas
25.34,46.14,21.8,25.97,67.53,6.38,124.05,pigeonpeas
26.77,40.01,38.05,28.51,64.19,5.86,119.69,pigeonpeas
28.42,47.45,24.45,25.8,65.29,6.48,114.81,pigeonpeas
23.01,51.65,21.14,28.22,70.29,6.28,117.35,pigeonpeas
30.34,40.37,24.71,31.08,70.94,6.63,142.61,pigeonpeas
24.72,50.09,14.77,26.72,61.74,6.65,126.46,pigeonpeas
31.8,48.56,22.37,26.19,69.14,6.43,129.51,pigeonpeas
31.58,40.85,22.76,26.39,77.47,6.78,146.98,pigeonpeas
28.84,49.18,27.37,27.73,63.65,6.71,128.37,pigeonpeas
27.73,44.65,28.82,28.88,59.26,6.47,102.14,pigeonpeas
26.19,43.5,31.78,27.41,66.54,6.88,125.23,pigeonpeas
22.51,46.97,33.06,28.71,69.7,7.43,119.01,pigeonpeas
21.23,45.73,32.58,25.12,73.26,6.17,128.18,pigeonpeas
